symbol,parameter_set_id,year,bar_timeframe,trades_per_year,win_rate_pct,profit_factor,max_drawdown_R,avg_R_per_trade,total_R,positive_year
WTICO_USD,met_buffered_off,2026,M15,1,0.0,0.0,0.0,-0.5296610169491537,-0.5296610169491537,False
WTICO_USD,met_buffered_on,2023,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
WTICO_USD,met_buffered_on,2024,M15,2,50.0,0.9124137931034589,0.0,-0.09166666666666068,-0.18333333333332136,False
WTICO_USD,met_buffered_on,2025,M15,3,66.67,0.8187500000000071,0.0,-0.03460410557184462,-0.10381231671553387,False
WTICO_USD,met_buffered_on,2026,M15,1,0.0,0.0,0.0,-0.5296610169491537,-0.5296610169491537,False
WTICO_USD,met_smaller_target_off,2023,M15,2,50.0,0.209482758620686,-1.0,-0.35000000000000875,-0.7000000000000175,False
WTICO_USD,met_smaller_target_off,2024,M15,1,100.0,,0.0,0.299999999999989,0.299999999999989,True
WTICO_USD,met_smaller_target_off,2025,M15,3,66.67,0.5663900414937806,0.0,-0.13333333333333156,-0.39999999999999464,False
WTICO_USD,met_smaller_target_off,2026,M15,1,0.0,0.0,0.0,-0.5699088145896646,-0.5699088145896646,False
WTICO_USD,met_smaller_target_on,2023,M15,2,50.0,0.209482758620686,-1.0,-0.35000000000000875,-0.7000000000000175,False
WTICO_USD,met_smaller_target_on,2024,M15,1,100.0,,0.0,0.299999999999989,0.299999999999989,True
WTICO_USD,met_smaller_target_on,2025,M15,3,66.67,0.5663900414937806,0.0,-0.13333333333333156,-0.39999999999999464,False
WTICO_USD,met_smaller_target_on,2026,M15,1,0.0,0.0,0.0,-0.5699088145896646,-0.5699088145896646,False
XAG_USD,met_balanced_off,2023,M15,2,100.0,,0.0,0.7,1.4,True
XAG_USD,met_balanced_off,2024,M15,2,100.0,,0.0,0.21926782273603207,0.43853564547206414,True
XAG_USD,met_balanced_off,2025,M15,2,0.0,0.0,-0.8315037018126115,-0.7182867517145407,-1.4365735034290814,False
XAG_USD,met_balanced_off,2026,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
XAG_USD,met_balanced_on,2023,M15,2,100.0,,0.0,0.7,1.4,True
XAG_USD,met_balanced_on,2024,M15,2,100.0,,0.0,0.21926782273603207,0.43853564547206414,True
XAG_USD,met_balanced_on,2025,M15,2,0.0,0.0,-0.8315037018126115,-0.7182867517145407,-1.4365735034290814,False
XAG_USD,met_balanced_on,2026,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
XAG_USD,met_buffered_off,2023,M15,1,0.0,0.0,0.0,-0.18091451292247632,-0.18091451292247632,False
XAG_USD,met_buffered_off,2024,M15,3,66.67,0.12738853503185096,-1.0,-0.31346560331660067,-0.940396809949802,False
XAG_USD,met_buffered_off,2025,M15,2,0.0,0.0,-0.5504478620922937,-0.44962037323166704,-0.8992407464633341,False
XAG_USD,met_buffered_off,2026,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
XAG_USD,met_buffered_on,2023,M15,1,0.0,0.0,0.0,-0.18091451292247632,-0.18091451292247632,False
XAG_USD,met_buffered_on,2024,M15,3,66.67,0.12738853503185096,-1.0,-0.31346560331660067,-0.940396809949802,False
XAG_USD,met_buffered_on,2025,M15,2,0.0,0.0,-0.5504478620922937,-0.44962037323166704,-0.8992407464633341,False
XAG_USD,met_buffered_on,2026,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
XAG_USD,met_smaller_target_off,2023,M15,2,100.0,,0.0,0.5250000000000227,1.0500000000000453,True
