symbol,parameter_set_id,year,bar_timeframe,trades_per_year,win_rate_pct,profit_factor,max_drawdown_R,avg_R_per_trade,total_R,positive_year
US30_USD,flow_open_0945_fast_on,2026,M5,3,33.33,0.564256368118312,-0.916646877226308,-0.26241433564295996,-0.7872430069288798,False
US30_USD,flow_open_1000_bal_off,2023,M5,1,0.0,0.0,0.0,-0.5713748707828298,-0.5713748707828298,False
US30_USD,flow_open_1000_bal_off,2024,M5,5,0.0,0.0,-3.1686946079518687,-0.7466063745035896,-3.7330318725179477,False
US30_USD,flow_open_1000_bal_off,2025,M5,1,0.0,0.0,0.0,-0.5534797386880925,-0.5534797386880925,False
US30_USD,flow_open_1000_bal_off,2026,M5,1,0.0,0.0,0.0,-0.5332344613725372,-0.5332344613725372,False
US30_USD,flow_open_1000_bal_on,2023,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,flow_open_1000_bal_on,2024,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,flow_open_1000_bal_on,2025,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,flow_open_1000_bal_on,2026,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,flow_open_1000_fast_off,2023,M5,17,23.53,0.22768607568471688,-6.433658720110212,-0.4117229892356771,-6.999290817006511,False
US30_USD,flow_open_1000_fast_off,2024,M5,32,40.62,0.5596333658363832,-7.065652767098998,-0.14552080051817967,-4.6566656165817495,False
US30_USD,flow_open_1000_fast_off,2025,M5,33,42.42,0.4693906969959622,-7.04250038487757,-0.16566021820018723,-5.466787200606179,False
US30_USD,flow_open_1000_fast_off,2026,M5,4,50.0,0.6349226519336972,-0.9775876823579979,-0.09439692058950017,-0.37758768235800066,False
US30_USD,flow_open_1000_fast_on,2023,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,flow_open_1000_fast_on,2024,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,flow_open_1000_fast_on,2025,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,flow_open_1000_fast_on,2026,M5,0,0.0,0.0,0.0,0.0,0.0,False
